domain_id,domain_name,micro_credential_id,micro_credential_title,micro_credential_level,competency_order,competency_id,competency_name,competency_description,rubric_version,criterion_id,criterion_name,criterion_descriptor,evidence_required,weight,binary_scoring,pass_threshold,question_type,scenario_variation_rule,reattempt_rule,question_format_rule,integrity_rule,locked_status,source
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,5,35,Explainability methods,"Design AI systems with embedded safety-by-design features including fail-safe mechanisms, real-time anomaly detection, and controlled shutdown protocols",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Explainability methods.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,6,36,Regulatory alignment,"Monitor deployed AI systems continuously for unintended consequences, performance degradation, and evolving ethical risks in live production environments",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Regulatory alignment in the scenario.",Clearly states what Regulatory alignment must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,6,36,Regulatory alignment,"Monitor deployed AI systems continuously for unintended consequences, performance degradation, and evolving ethical risks in live production environments",1,c2,Applied execution,"Applies Regulatory alignment correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Regulatory alignment.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,6,36,Regulatory alignment,"Monitor deployed AI systems continuously for unintended consequences, performance degradation, and evolving ethical risks in live production environments",1,c3,Reasoned justification,"Explains why the chosen approach for Regulatory alignment is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,6,36,Regulatory alignment,"Monitor deployed AI systems continuously for unintended consequences, performance degradation, and evolving ethical risks in live production environments",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Regulatory alignment.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,7,37,Consent management,Engage diverse stakeholder groups in AI design and evaluation processes to ensure inclusive and equitable AI system development practices,1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Consent management in the scenario.",Clearly states what Consent management must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,7,37,Consent management,Engage diverse stakeholder groups in AI design and evaluation processes to ensure inclusive and equitable AI system development practices,1,c2,Applied execution,"Applies Consent management correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Consent management.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,7,37,Consent management,Engage diverse stakeholder groups in AI design and evaluation processes to ensure inclusive and equitable AI system development practices,1,c3,Reasoned justification,"Explains why the chosen approach for Consent management is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,7,37,Consent management,Engage diverse stakeholder groups in AI design and evaluation processes to ensure inclusive and equitable AI system development practices,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Consent management.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,8,38,Model auditing,"Document AI system decision logic, training data provenance, model limitations, and governance measures comprehensively in transparency reports",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Model auditing in the scenario.",Clearly states what Model auditing must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,8,38,Model auditing,"Document AI system decision logic, training data provenance, model limitations, and governance measures comprehensively in transparency reports",1,c2,Applied execution,"Applies Model auditing correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Model auditing.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,8,38,Model auditing,"Document AI system decision logic, training data provenance, model limitations, and governance measures comprehensively in transparency reports",1,c3,Reasoned justification,"Explains why the chosen approach for Model auditing is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,8,38,Model auditing,"Document AI system decision logic, training data provenance, model limitations, and governance measures comprehensively in transparency reports",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Model auditing.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,9,39,Ethical reporting,"Apply sector-specific responsible AI standards relevant to healthcare, financial services, education, and government deployment regulatory contexts",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Ethical reporting in the scenario.",Clearly states what Ethical reporting must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,9,39,Ethical reporting,"Apply sector-specific responsible AI standards relevant to healthcare, financial services, education, and government deployment regulatory contexts",1,c2,Applied execution,"Applies Ethical reporting correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Ethical reporting.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,9,39,Ethical reporting,"Apply sector-specific responsible AI standards relevant to healthcare, financial services, education, and government deployment regulatory contexts",1,c3,Reasoned justification,"Explains why the chosen approach for Ethical reporting is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,9,39,Ethical reporting,"Apply sector-specific responsible AI standards relevant to healthcare, financial services, education, and government deployment regulatory contexts",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Ethical reporting.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,10,40,Governance frameworks,"Advocate for responsible AI practices within organizational culture through targeted training, policy development, and leadership engagement programs",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Governance frameworks in the scenario.",Clearly states what Governance frameworks must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,10,40,Governance frameworks,"Advocate for responsible AI practices within organizational culture through targeted training, policy development, and leadership engagement programs",1,c2,Applied execution,"Applies Governance frameworks correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Governance frameworks.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,10,40,Governance frameworks,"Advocate for responsible AI practices within organizational culture through targeted training, policy development, and leadership engagement programs",1,c3,Reasoned justification,"Explains why the chosen approach for Governance frameworks is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,4,Responsible AI Practitioner,EQF 7,10,40,Governance frameworks,"Advocate for responsible AI practices within organizational culture through targeted training, policy development, and leadership engagement programs",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Governance frameworks.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,1,41,Process mapping,"Design end-to-end AI-powered automation workflows that eliminate high-volume manual processes across HR, finance, marketing, and operations functions",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Process mapping in the scenario.",Clearly states what Process mapping must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,1,41,Process mapping,"Design end-to-end AI-powered automation workflows that eliminate high-volume manual processes across HR, finance, marketing, and operations functions",1,c2,Applied execution,"Applies Process mapping correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Process mapping.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,1,41,Process mapping,"Design end-to-end AI-powered automation workflows that eliminate high-volume manual processes across HR, finance, marketing, and operations functions",1,c3,Reasoned justification,"Explains why the chosen approach for Process mapping is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,1,41,Process mapping,"Design end-to-end AI-powered automation workflows that eliminate high-volume manual processes across HR, finance, marketing, and operations functions",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Process mapping.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,2,42,API orchestration,Implement no-code and low-code AI automation tools to streamline repetitive organizational tasks and systematically reduce operational error rates,1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for API orchestration in the scenario.",Clearly states what API orchestration must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,2,42,API orchestration,Implement no-code and low-code AI automation tools to streamline repetitive organizational tasks and systematically reduce operational error rates,1,c2,Applied execution,"Applies API orchestration correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for API orchestration.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,2,42,API orchestration,Implement no-code and low-code AI automation tools to streamline repetitive organizational tasks and systematically reduce operational error rates,1,c3,Reasoned justification,"Explains why the chosen approach for API orchestration is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,2,42,API orchestration,Implement no-code and low-code AI automation tools to streamline repetitive organizational tasks and systematically reduce operational error rates,1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to API orchestration.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,3,43,Trigger-based logic,"Integrate AI automation platforms with CRM, ERP, and communication systems using APIs, webhooks, and event-driven workflow configurations",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Trigger-based logic in the scenario.",Clearly states what Trigger-based logic must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,3,43,Trigger-based logic,"Integrate AI automation platforms with CRM, ERP, and communication systems using APIs, webhooks, and event-driven workflow configurations",1,c2,Applied execution,"Applies Trigger-based logic correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Trigger-based logic.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,3,43,Trigger-based logic,"Integrate AI automation platforms with CRM, ERP, and communication systems using APIs, webhooks, and event-driven workflow configurations",1,c3,Reasoned justification,"Explains why the chosen approach for Trigger-based logic is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,3,43,Trigger-based logic,"Integrate AI automation platforms with CRM, ERP, and communication systems using APIs, webhooks, and event-driven workflow configurations",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Trigger-based logic.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,4,44,Error handling,"Monitor automated workflow performance metrics continuously and execute improvement cycles to optimize throughput, accuracy, and organizational reliability",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Error handling in the scenario.",Clearly states what Error handling must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,4,44,Error handling,"Monitor automated workflow performance metrics continuously and execute improvement cycles to optimize throughput, accuracy, and organizational reliability",1,c2,Applied execution,"Applies Error handling correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Error handling.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,4,44,Error handling,"Monitor automated workflow performance metrics continuously and execute improvement cycles to optimize throughput, accuracy, and organizational reliability",1,c3,Reasoned justification,"Explains why the chosen approach for Error handling is appropriate for the scenario, constraints, and desired outcome.",Provides explicit reasoning tied to the scenario rather than only listing steps.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,4,44,Error handling,"Monitor automated workflow performance metrics continuously and execute improvement cycles to optimize throughput, accuracy, and organizational reliability",1,c4,Risk and quality control,"Identifies at least one risk, limitation, validation step, or quality-control measure relevant to Error handling.","Shows awareness of errors, tradeoffs, monitoring, or validation before accepting the result.",0.2,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,5,45,Data pipelines,"Apply intelligent document processing techniques to automatically extract, classify, validate, and route structured and unstructured organizational data",1,c1,Objective framing,"Identifies the correct objective, scope, and decision point for Data pipelines in the scenario.",Clearly states what Data pipelines must accomplish and what problem the learner is solving.,0.25,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
1,AI & Automaiton,5,AI Workflow Automation Specialist,EQF 6,5,45,Data pipelines,"Apply intelligent document processing techniques to automatically extract, classify, validate, and route structured and unstructured organizational data",1,c2,Applied execution,"Applies Data pipelines correctly in a realistic scenario using an appropriate method, sequence, or workflow.","Demonstrates a valid step-by-step workflow, method, or solution design for Data pipelines.",0.3,met/not_met,75.0,scenario_based_applied,"Scenario may vary, but the same competency descriptor and difficulty level must remain fixed across learners.","After fail, full teaching loop must be completed before reassessment unlocks.",No multiple choice; learner must demonstrate practical use of the competency in context.,Verify learner identity at session start; timestamp all interactions; flag unusual response patterns; retain immutable audit logs.,draft_seed_for_locking,EIU-Paris (IKON SKILLS™)
